,Company,Test R2,Test MSE
0,RAAM,0.9019586918494027,1052.480328521907
0,RAFI,0.9879851657896398,36.4923543453375
0,RALS,0.9947163233392368,435.8326889113468
0,RICY,0.9981245363618854,39.1545524667788
0,SBAT,0.9803728421582596,47.99602203063871
0,SCMA,0.9986012271846855,70.78434854118075
0,SCNP,0.9676066622904305,92.36937575159286
0,SHID,0.9975287311027241,3111.0692042492265
0,SLIS,0.9971343036377623,27626.638522139325
0,SMSM,0.998860283101406,415.69940724542175
0,SNLK,0.9834440710538984,1572.2330469860883
0,SOFA,0.9945008128251475,12.286498069811666
0,SONA,0.9985562343729282,1240.6873696641383
0,SOTS,0.9534803217690256,344.65611092731825
0,SRIL,0.995257697074393,32.41322816950784
0,SSTM,0.9955062260379078,180.29749463178553
0,SWID,0.9586074443330106,28.307293584344723
0,TELE,0.9983291028809986,214.27924253723526
0,TFCO,0.9908465455318368,487.51940695496785
0,TMPO,0.9912314654850521,31.614118581917698
0,TOOL,0.9751491035835848,7.8178782221294325
0,TOYS,0.9968520871863776,103.20576511599916
0,TRIO,0.9988045375364308,538.3880771737859
0,TRIS,0.9908925490379197,62.75690501862885
0,TYRE,0.07127643175771603,73.1897731710401
0,UFOE,0.9919386003246913,2352.148129096447
0,UNIT,0.9892929226552868,166.62231992033102
0,UNTD,0.8801233892960598,81.22372769997263
0,VIVA,0.9985136709508817,51.94906899936532
0,VKTR,0.8979844459186039,11.205133421415342
0,WOOD,0.9945935227359263,221.97268615990853
0,YELO,0.9923953201987472,18.87137377664638
0,ZATA,0.9816166527290744,27.83795630341649
0,ZONE,0.9971242006715957,355.67966269159746
0,AALI,0.909884089279108,5048769.099858736
0,ADES,0.9985331635088727,6801.703672623011
0,AGAR,0.9838600487915403,230.39774588039216
0,AISA,0.9988636463325744,473.33895293413434
0,ALTO,0.9943605506659121,114.03877922672476
0,AMMS,0.9875188282988725,13.065947914175892
0,AMRT,0.9988559549925095,648.9447818134017
0,ANDI,0.9958096682739127,71.5883175484054
0,ANJT,0.996828462582598,524.3811792181403
0,ASHA,0.9896063055410907,53.75213513363937
0,AYAM,0.6136837387160744,27.36374685049876
0,BEEF,0.9926620170269255,70.87204789935299
0,BEER,0.9542158085445914,48.78123683429973
0,BISI,0.99914171466902,398.3254063901447
0,BOBA,0.9734050369306585,30.319251718314433
0,BTEK,0.977939916431698,65.59677373386377
0,BUAH,0.9942355005850763,1160.8577676294321
0,BUDI,0.9966919933096894,18.908496377455396
0,BWPT,0.9994002542751793,93.57467168694815
0,CAMP,0.9783178027109486,374.4532393638251
0,CBUT,0.9688921205034715,11451.710565036947
0,CEKA,0.9984955453449136,628.922328008763
0,CLEO,0.9954849347454787,140.15779760133378
0,CMRY,0.9485815561326518,10196.971676600388
0,COCO,0.9963493932355834,356.8442469188142
0,CPIN,0.9980208610218608,9790.451309083386
0,CPRO,0.9986116136112018,12.791697825593134
0,CRAB,0.9508676964737363,36.47759326867337
0,CSRA,0.9870767555765512,275.24190121193993
0,DAYA,0.9864380872129628,151.31196967028077
0,DEWI,0.9933663110337086,68.94488322504482
0,DLTA,0.9994805463851184,3043.223471923037
0,DMND,0.9276147897730862,363.5212674605725
0,DPUM,0.9976239534011894,251.6660198817624
0,DSFI,0.9943390939486201,43.70153439444515
0,DSNG,0.9898301082783957,167.6670043282808
0,ENZO,0.9142040857465819,6.804058769584945
0,EPMT,0.9986493365078627,1325.233286572687
0,EURO,0.9842468999767772,117.20575516572647
